state,state_abbr,fiscal_year,program_category,expenditure_category,expenditure_amount,federal_share,state_share,total_computable_expenditure,source_file,source_url,source_type,notes,date_accessed,review_status
Alabama,AL,2019,CHIP,Total,242908069,242908069,0,242908069,FY 2019 CHIP NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2019.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Illinois,IL,2023,Medicaid Program,Total COVID19 Section 6008,32735986623,21370423321,20183057441,32735986623,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Illinois,IL,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,32742381852,21376818550,20183057441,32742381852,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Indiana,IN,2023,Medicaid Program,Total Net Expenditures,17278391501,13035428854,12397474429,17278391501,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Indiana,IN,2023,Medicaid Program,Total Newly Eligible,4370056541,3929139214,3929139214,4370056541,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Indiana,IN,2023,Medicaid Program,Total Not Newly,45843610,33057648,30265258,45843610,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Indiana,IN,2023,Medicaid Program,Total VIII Group,4415900151,3962196862,3959404472,4415900151,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Indiana,IN,2023,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Indiana,IN,2023,Medicaid Program,Total COVID19 Section 6008,17515994418,13223953612,12585999187,17515994418,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Indiana,IN,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,17515994418,13223953612,12585999187,17515994418,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Iowa,IA,2023,Medicaid Program,Total Net Expenditures,6776760824,4921955114,4646613369,6776760824,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Iowa,IA,2023,Medicaid Program,Total Newly Eligible,1404302176,1263336968,1263336968,1404302176,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Iowa,IA,2023,Medicaid Program,Total Not Newly,276448542,189352138,174089085,276448542,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Iowa,IA,2023,Medicaid Program,Total VIII Group,1680750718,1452689106,1437426053,1680750718,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Iowa,IA,2023,Medicaid Program,Total COVID19 Section 6004,2519,2519,0,2519,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Iowa,IA,2023,Medicaid Program,Total COVID19 Section 6008,6827630900,4961442251,4686100506,6827630900,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Iowa,IA,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,6827633419,4961444770,4686100506,6827633419,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kansas,KS,2023,Medicaid Program,Total Net Expenditures,5193350486,3368477481,3108465598,5193350486,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kansas,KS,2023,Medicaid Program,Total Newly Eligible,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kansas,KS,2023,Medicaid Program,Total Not Newly,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kansas,KS,2023,Medicaid Program,Total VIII Group,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kansas,KS,2023,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kansas,KS,2023,Medicaid Program,Total COVID19 Section 6008,5231436974,3397153032,3137141149,5231436974,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kansas,KS,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,5231436974,3397153032,3137141149,5231436974,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kentucky,KY,2023,Medicaid Program,Total Net Expenditures,16298820904,13314666561,12805556817,16298820904,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kentucky,KY,2023,Medicaid Program,Total Newly Eligible,5797598728,5214811196,5214811196,5797598728,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kentucky,KY,2023,Medicaid Program,Total Not Newly,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kentucky,KY,2023,Medicaid Program,Total VIII Group,5797598728,5214811196,5214811196,5797598728,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kentucky,KY,2023,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kentucky,KY,2023,Medicaid Program,Total COVID19 Section 6008,16697249763,13647965603,13138855859,16697249763,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Kentucky,KY,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,16697249763,13647965603,13138855859,16697249763,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Louisiana,LA,2023,Medicaid Program,Total Net Expenditures,16206573085,12883122531,12372147450,16206573085,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Louisiana,LA,2023,Medicaid Program,Total Newly Eligible,6082378130,5471147364,5471147364,6082378130,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Louisiana,LA,2023,Medicaid Program,Total Not Newly,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Louisiana,LA,2023,Medicaid Program,Total VIII Group,6082378130,5471147364,5471147364,6082378130,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Louisiana,LA,2023,Medicaid Program,Total COVID19 Section 6004,31357,31357,0,31357,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Louisiana,LA,2023,Medicaid Program,Total COVID19 Section 6008,16820796816,13378481632,12867506551,16820796816,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Louisiana,LA,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,16820828173,13378512989,12867506551,16820828173,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maine,ME,2023,Medicaid Program,Total Net Expenditures,4100961967,2962507766,2796469613,4100961967,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maine,ME,2023,Medicaid Program,Total Newly Eligible,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maine,ME,2023,Medicaid Program,Total Not Newly,756445627,665897766,665897766,756445627,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maine,ME,2023,Medicaid Program,Total VIII Group,756445627,665897766,665897766,756445627,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maine,ME,2023,Medicaid Program,Total COVID19 Section 6004,212062,212062,0,212062,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maine,ME,2023,Medicaid Program,Total COVID19 Section 6008,4140585193,2993255376,2827217223,4140585193,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maine,ME,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,4140797255,2993467438,2827217223,4140797255,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maryland,MD,2023,Medicaid Program,Total Net Expenditures,16916738529,10744783875,10110395309,16916738529,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maryland,MD,2023,Medicaid Program,Total Newly Eligible,4064559825,3658080628,3658080628,4064559825,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maryland,MD,2023,Medicaid Program,Total Not Newly,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maryland,MD,2023,Medicaid Program,Total VIII Group,4064559825,3658080628,3658080628,4064559825,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maryland,MD,2023,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maryland,MD,2023,Medicaid Program,Total COVID19 Section 6008,17411238154,11083517780,10449129214,17411238154,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Maryland,MD,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,17411238154,11083517780,10449129214,17411238154,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Massachusetts,MA,2023,Medicaid Program,Total Net Expenditures,23228189899,14117766073,13109314833,23228189899,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Massachusetts,MA,2023,Medicaid Program,Total Newly Eligible,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Massachusetts,MA,2023,Medicaid Program,Total Not Newly,3762697256,3387289365,3387289365,3762697256,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Massachusetts,MA,2023,Medicaid Program,Total VIII Group,3762697256,3387289365,3387289365,3762697256,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Massachusetts,MA,2023,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Massachusetts,MA,2023,Medicaid Program,Total COVID19 Section 6008,23708754550,14447312349,13438861109,23708754550,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Massachusetts,MA,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,23708754550,14447312349,13438861109,23708754550,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Michigan,MI,2023,Medicaid Program,Total Net Expenditures,22991355684,17485746653,16644827290,22991355684,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Michigan,MI,2023,Medicaid Program,Total Newly Eligible,6230916167,5606269297,5606269297,6230916167,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Michigan,MI,2023,Medicaid Program,Total Not Newly,384625106,269491250,249996153,384625106,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
