state_abbreviation,state_name,reporting_month,flag_type,flag_description,metric_name,metric_value,comparison_value,interpretation_note
TN,Tennessee,2020-03-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,35592.000000,18204.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
TN,Tennessee,2021-01-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-53330.000000,-14.941176,Review flag only; this does not identify a cause or indicate performance.
TN,Tennessee,2022-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,9695.000000,7771.250000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TN,Tennessee,2023-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,24571.000000,17992.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
TN,Tennessee,2023-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,9537.000000,7735.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TN,Tennessee,2023-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,26460.000000,20074.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
TN,Tennessee,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,31807.000000,20805.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
TN,Tennessee,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,10039.000000,8394.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TN,Tennessee,2023-09-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,11301.000000,8423.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TN,Tennessee,2023-10-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-43829.000000,-14.941176,Review flag only; this does not identify a cause or indicate performance.
TN,Tennessee,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,42652.000000,26723.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
TN,Tennessee,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,13269.000000,9540.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TN,Tennessee,2024-01-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-36256.000000,-14.941176,Review flag only; this does not identify a cause or indicate performance.
TN,Tennessee,2024-02-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,42031.000000,28229.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
TN,Tennessee,2024-02-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,13534.000000,9851.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TN,Tennessee,2024-02-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-43730.000000,-14.941176,Review flag only; this does not identify a cause or indicate performance.
TN,Tennessee,2024-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-44575.000000,-14.941176,Review flag only; this does not identify a cause or indicate performance.
TN,Tennessee,2024-06-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,16965.000000,11689.083333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TN,Tennessee,2024-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,16921.000000,12360.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TN,Tennessee,2025-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,49965.000000,39545.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
TN,Tennessee,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
TN,Tennessee,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
TX,Texas,2022-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,169691.000000,-3528.611765,Review flag only; this does not identify a cause or indicate performance.
TX,Texas,2023-05-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,81773.000000,66601.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
TX,Texas,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,83457.000000,68960.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
TX,Texas,2023-06-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,48623.000000,34729.583333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TX,Texas,2023-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-329779.000000,-3528.611765,Review flag only; this does not identify a cause or indicate performance.
TX,Texas,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,58324.000000,36683.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TX,Texas,2023-09-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,57810.000000,38123.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TX,Texas,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-316671.000000,-3528.611765,Review flag only; this does not identify a cause or indicate performance.
TX,Texas,2023-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,89979.000000,72877.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
TX,Texas,2023-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,64475.000000,39837.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TX,Texas,2023-10-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-290429.000000,-3528.611765,Review flag only; this does not identify a cause or indicate performance.
TX,Texas,2023-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,131685.000000,74444.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
TX,Texas,2023-11-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-248279.000000,-3528.611765,Review flag only; this does not identify a cause or indicate performance.
TX,Texas,2023-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,123642.000000,79337.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
TX,Texas,2023-12-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-218173.000000,-3528.611765,Review flag only; this does not identify a cause or indicate performance.
TX,Texas,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,79505.000000,47319.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TX,Texas,2024-01-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-170824.000000,-3528.611765,Review flag only; this does not identify a cause or indicate performance.
TX,Texas,2024-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,136330.000000,101877.583333,"Review flag only; applications are descriptive operational indicators, not performance scores."
TX,Texas,2024-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,105810.000000,74271.000000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
TX,Texas,2024-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,180836.000000,105740.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
TX,Texas,2024-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,183387.000000,109836.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
TX,Texas,2025-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,193458.000000,134581.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
TX,Texas,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
TX,Texas,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
UT,Utah,2019-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,21082.000000,450.529412,Review flag only; this does not identify a cause or indicate performance.
UT,Utah,2020-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,22793.000000,17478.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
UT,Utah,2020-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,24378.000000,18487.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
UT,Utah,2020-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,27999.000000,19267.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
UT,Utah,2022-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,29511.000000,22441.333333,"Review flag only; applications are descriptive operational indicators, not performance scores."
UT,Utah,2023-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,53819.000000,43131.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
UT,Utah,2023-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-18802.000000,450.529412,Review flag only; this does not identify a cause or indicate performance.
UT,Utah,2023-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-18978.000000,450.529412,Review flag only; this does not identify a cause or indicate performance.
UT,Utah,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-15284.000000,450.529412,Review flag only; this does not identify a cause or indicate performance.
UT,Utah,2023-08-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-14746.000000,450.529412,Review flag only; this does not identify a cause or indicate performance.
UT,Utah,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-12905.000000,450.529412,Review flag only; this does not identify a cause or indicate performance.
UT,Utah,2023-10-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-15164.000000,450.529412,Review flag only; this does not identify a cause or indicate performance.
UT,Utah,2023-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,35720.000000,25078.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
UT,Utah,2023-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,34382.000000,25596.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
UT,Utah,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,36500.000000,26185.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
UT,Utah,2024-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,58497.000000,44211.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
UT,Utah,2025-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,35508.000000,26733.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
UT,Utah,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
UT,Utah,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
VA,Virginia,2019-03-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,40663.000000,4982.647059,Review flag only; this does not identify a cause or indicate performance.
VA,Virginia,2019-11-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,52647.000000,25662.400000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VA,Virginia,2019-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,67350.000000,28115.545455,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VA,Virginia,2022-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,31181.000000,19152.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VA,Virginia,2023-03-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,21905.000000,17968.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
VA,Virginia,2023-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,137974.000000,21292.000000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VA,Virginia,2023-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,186766.000000,30949.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VA,Virginia,2023-05-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,23285.000000,18416.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
VA,Virginia,2023-05-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,218475.000000,44934.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VA,Virginia,2023-06-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,23789.000000,18885.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
VA,Virginia,2023-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,25884.000000,19444.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
VA,Virginia,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-30025.000000,4982.647059,Review flag only; this does not identify a cause or indicate performance.
VA,Virginia,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,30970.000000,20126.250000,"Review flag only; applications are descriptive operational indicators, not performance scores."
VA,Virginia,2023-11-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-31200.000000,4982.647059,Review flag only; this does not identify a cause or indicate performance.
VA,Virginia,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,43190.000000,24934.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
VA,Virginia,2024-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-56826.000000,4982.647059,Review flag only; this does not identify a cause or indicate performance.
VA,Virginia,2025-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,44337.000000,36676.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
VA,Virginia,2025-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,44297.000000,36901.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
VA,Virginia,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
VA,Virginia,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
VT,Vermont,2020-03-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,5411.000000,4599.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
VT,Vermont,2020-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,6627.000000,5318.250000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VT,Vermont,2020-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,3772.000000,-107.435294,Review flag only; this does not identify a cause or indicate performance.
VT,Vermont,2022-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,3409.000000,2649.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
VT,Vermont,2023-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,3694.000000,2745.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
VT,Vermont,2023-06-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,2752.000000,1810.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VT,Vermont,2023-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-6401.000000,-107.435294,Review flag only; this does not identify a cause or indicate performance.
VT,Vermont,2023-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,2691.000000,1889.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VT,Vermont,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-5471.000000,-107.435294,Review flag only; this does not identify a cause or indicate performance.
VT,Vermont,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,3903.000000,3129.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
VT,Vermont,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,2759.000000,1968.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VT,Vermont,2023-09-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,4344.000000,3215.833333,"Review flag only; applications are descriptive operational indicators, not performance scores."
VT,Vermont,2023-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,3033.000000,2091.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VT,Vermont,2023-10-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-4963.000000,-107.435294,Review flag only; this does not identify a cause or indicate performance.
VT,Vermont,2024-05-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,4816.000000,2803.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VT,Vermont,2025-07-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,4598.000000,3653.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
VT,Vermont,2025-09-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,4984.000000,3821.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
VT,Vermont,2025-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,6294.000000,4128.416667,"Review flag only; applications are descriptive operational indicators, not performance scores."
VT,Vermont,2025-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,3944.000000,3203.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VT,Vermont,2026-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,5201.000000,3276.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
VT,Vermont,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
VT,Vermont,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
WA,Washington,2019-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,181627.000000,138412.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
WA,Washington,2019-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,191593.000000,142340.636364,"Review flag only; applications are descriptive operational indicators, not performance scores."
WA,Washington,2020-03-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,116106.000000,102013.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WA,Washington,2020-04-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,203290.000000,150072.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
WA,Washington,2020-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,178938.000000,103257.000000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WA,Washington,2023-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-77016.000000,466.435294,Review flag only; this does not identify a cause or indicate performance.
WA,Washington,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-71488.000000,466.435294,Review flag only; this does not identify a cause or indicate performance.
WA,Washington,2023-08-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,41528.000000,31680.666667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WA,Washington,2023-08-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-66944.000000,466.435294,Review flag only; this does not identify a cause or indicate performance.
WA,Washington,2023-11-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,201411.000000,139132.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
WA,Washington,2023-11-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,44415.000000,34120.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WA,Washington,2023-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,195878.000000,142752.083333,"Review flag only; applications are descriptive operational indicators, not performance scores."
WA,Washington,2024-06-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,52700.000000,42181.250000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WA,Washington,2024-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,212056.000000,175514.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
WA,Washington,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
WA,Washington,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
WI,Wisconsin,2019-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,22693.000000,19114.636364,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WI,Wisconsin,2020-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,27293.000000,23950.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
WI,Wisconsin,2020-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,23131.000000,19412.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WI,Wisconsin,2020-04-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,32020.000000,19678.833333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WI,Wisconsin,2020-04-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,25370.000000,1144.600000,Review flag only; this does not identify a cause or indicate performance.
WI,Wisconsin,2023-05-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,16516.000000,14033.000000,"Review flag only; applications are descriptive operational indicators, not performance scores."
WI,Wisconsin,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-22913.000000,1144.600000,Review flag only; this does not identify a cause or indicate performance.
WI,Wisconsin,2023-08-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,19638.000000,14615.166667,"Review flag only; applications are descriptive operational indicators, not performance scores."
WI,Wisconsin,2023-08-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-24836.000000,1144.600000,Review flag only; this does not identify a cause or indicate performance.
